sl no,date,daily travel emission,daily energy emission,daily dietary emission,daily waste emission,daily water emission,daily appliances emission,daily activity emission
1719,29/10/2018,2.2,10.295,4.158,2.62,1.607,3.284,22.783
1720,3/2/2018,1,15.757,7.088,3.43,3.256,3.511,20.478
1721,28/2/2018,1.89,5,9.554,3.55,1.721,4.602,26.235
1722,27/2/2018,3.141,5,2,3.27,2.324,3.613,43.288
1723,19/2/2018,2.57,20,3.176,3.31,2.578,3.278,46.922
1724,11/2/2018,4.34,5,8.5,2.35,1,1.715,17
1725,25/10/2018,2.721,11.854,2,3.34,4.024,1.764,34.35
1726,6/7/2018,4.095,12.902,10.311,4.64,1,3.979,17
1727,20/2/2018,2.212,18.042,12,3.32,1.865,3.644,47
1728,30/10/2018,1,5.598,7.089,3.18,3.517,5,38.764
1729,16/2/2018,3.331,6.63,5.949,1.39,1.595,3.883,34.549
1730,11/2/2018,1.37,12.853,11.081,4.59,3.313,2.862,22.148
1731,27/2/2018,5,5,12,1.76,3.444,3.691,47
1732,3/1/2018,1.421,5,5.775,3.69,3.997,1,44.398
1733,12/2/2018,2.47,10.287,3.9,3.59,2.51,4.284,27.577
1734,20/2/2018,3.435,11.328,12,4.08,3.307,1.806,40.48
1735,4/2/2018,2.634,19.837,2.993,1,1,1.904,36.884
1736,20/2/2018,2.671,20,6.175,3.71,2.473,4.142,44.959
1737,3/2/2018,3.536,5,8.585,4.3,2.832,3.621,42.089
1738,11/2/2018,5,10.644,5.981,1.57,3.261,4.137,47
1739,3/2/2018,2.46,19.622,2,3.27,1.104,4.56,30.722
1740,26/10/2018,4.251,15.274,12,1.56,1,3.92,38.588
1741,11/2/2018,3.41,20,2,2.43,3.63,3.447,24.308
1742,26/10/2018,1.826,5,11.639,1,3.298,4.701,19.177
1743,3/2/2018,4.806,11.26,2.261,1.45,4.377,5,24.861
1744,25/2/2018,1.525,5,2,1.83,3.529,4.174,17
1745,11/2/2018,2.497,5.208,6.407,5,4.07,2.438,20.845
1746,9/2/2018,1.55,12.439,2,3.33,2.59,2.577,42.52
1747,11/2/2018,2.772,17.978,2,3.55,3.475,4.339,31.152
1748,3/2/2018,4.31,5,12,1.73,3.075,4.304,26.136
1749,26/2/2018,2.375,6.918,3.208,1,1.26,4.703,47
1750,11/2/2018,5,15.728,2,1.47,1,3.206,43.346
1751,27/10/2018,1,13.422,11.474,1.19,3.231,3.242,24.997
1752,19/2/2018,2.525,11.088,7.127,3.35,1.783,3.368,33.529
1753,23/2/2018,5,8.233,2,2.91,4.274,4.254,39.948
1754,26/2/2018,4.075,10.355,12,3.37,3.17,3.433,47
1755,18/10/2018,2.799,19.83,2,3.9,2.58,2.426,21.795
1756,12/2/2018,1,13.213,8.791,2.43,2.915,4.693,17
1757,11/2/2018,2.306,11.19,8.298,1.44,5,2.05,42.646
1758,5/2/2018,1.762,11.453,2,3.77,1.28,1.635,22.733
1759,18/2/2018,1.437,14.977,11.698,3.36,1,1.877,22.774
1760,3/2/2018,3.292,5,11.276,2.54,3.359,1.667,20.636
1761,11/2/2018,1.556,5,2,2.42,2.756,1.276,32.238
1762,11/2/2018,3.326,20,2,1.2,4.327,3.176,20.526
1763,2/11/2018,2.582,10.402,6.536,1,3.463,3.614,26.086
1764,4/2/2018,2.472,5,12,3.87,1,4.785,21.853
1765,11/2/2018,5,10.399,4.267,3.6,5,3.276,28.327
1766,11/2/2018,2.535,14.88,2,3.41,1,3.458,34.15
1767,11/2/2018,4.133,11.49,2,3.5,1.208,2.704,22.77
1768,4/2/2018,2.42,20,2.708,3.34,5,5,33.733
1769,12/2/2018,2.68,5,11.008,1.72,1.647,3.327,29.852
1770,12/2/2018,1.176,10.546,5.981,1,1,3.375,20.386
1771,18/2/2018,4.817,11.607,12,2.49,4.527,4.533,40.999
1772,17/2/2018,4.456,14.854,7.491,3.03,4.305,4.641,20.391
1773,4/2/2018,3.364,13.393,2,2.42,1,4.171,20.918
1774,18/1/2019,3.608,5,2.938,2.46,1,5,17
1775,25/10/2018,4.121,10.6,6.75,4.15,3.477,3.283,47
1776,12/2/2018,2.754,20,2,5,3.464,1.131,47
1777,25/10/2018,2.537,5,10.728,3.64,1.124,4.965,32.882
1778,19/6/2018,2.566,17.69,6.214,2.29,4.649,4.175,31.138
1779,12/2/2018,2.468,10.72,7.521,1.43,4.718,1.457,17
1780,23/6/2018,2.46,5.861,6.84,1.49,1,1,20.262
1781,20/2/2018,3.495,14.964,3.043,2.77,2.243,3.471,39.305
1782,20/6/2018,4.61,5,2,4.23,3.521,3.608,22.407
1783,27/2/2018,2.663,9.026,11.956,3.57,1.572,4.171,32.116
1784,9/2/2018,3.486,12.637,5.936,3.27,1.915,5,17
1785,11/2/2018,1.777,15.786,2,2.55,3.394,3.571,38.4
1786,3/2/2018,2.579,10.492,2.031,4.35,1,3.273,21.394
1787,3/2/2018,5,5,2,3.65,1,3.991,23.3
1788,27/2/2018,1,14.46,12,1.9,4.421,3.478,46.309
1789,11/2/2018,3.328,6.439,12,4.32,1.404,4.536,17
1790,11/2/2018,1.601,5,2.375,3.31,1,5,32.451
1791,3/3/2018,5,10.15,7.781,4.12,3.155,4.413,21.175
1792,12/2/2018,4.526,20,2,1.56,1,3.624,28.674
1793,10/2/2018,3.345,5,2,4.03,1,3.487,25.675
1794,19/6/2018,2.482,5,8.722,1.2,2.518,5,21.089
1795,1/2/2018,2.483,19.218,11.851,2.26,4.671,2.592,21.888
1796,3/11/2018,3.431,11.434,2,3.3,4.557,1.743,17
1797,17/6/2018,3.188,5,2,4.13,1.631,4.452,25.716
1798,28/2/2018,1.912,11.27,2,4.88,3.542,1.38,47
1799,19/6/2018,2.744,10.554,12,2.5,3.513,3.511,26.97
1800,25/2/2018,1.464,5,12,4.19,2.825,4.147,20.952
1801,26/2/2018,1,10.69,7.883,3.27,4.013,4.694,34.608
1802,12/2/2018,4.004,15.903,8.806,1,2.109,3.478,47
1803,11/2/2018,4.525,5,4.829,4.81,4.524,3.968,38.061
1804,19/2/2018,1.393,17.107,12,3.41,1.492,4.657,35.649
1805,12/6/2018,3.434,5,2,2.47,3.35,3.587,20.022
1806,27/2/2018,5,5,2,2.57,4.459,2.651,43.339
1807,26/1/2018,5,10.603,3.4,1.76,2.581,1,40.821
1808,25/2/2018,2.31,5,2,3.48,1,2.331,33.521
1809,12/2/2018,3.29,10.401,12,3.49,3.262,4.389,21.818
1810,1/2/2018,2.623,13.289,2.811,2.5,1.553,3.295,25.75
1811,10/2/2018,2.886,10.542,2,1,1.803,1.856,20.156
1812,20/2/2018,5,11.029,7.576,1.86,1.405,3.896,26.277
1813,19/2/2018,1,20,12,3.32,3.162,3.579,20.654
1814,11/2/2018,4.335,10.427,2,3.4,1,1.851,20.469
1815,13/2/2018,3.369,6.499,2,4.7,2.183,4.096,22.061
1816,28/2/2018,5,5,12,3.1,5,1,39.449
1817,28/2/2018,2.46,12.168,2.224,3.39,2.183,1.124,20.266
1818,12/2/2018,5,5,2,1,4.691,4.63,35.023
1819,27/2/2018,2.199,19.873,7.542,3.07,3.431,5,17
1820,19/1/2018,4.501,5,12,3.24,1,4.208,47
1821,10/2/2018,1.409,12.373,12,3.78,4.674,4.585,39.231
1822,20/6/2018,4.018,5,12,4.59,1.741,1,17
1823,19/2/2018,2.477,11.28,9.124,3.27,1.368,4.226,20.708
1824,25/10/2018,1.848,11.809,2,2.45,3.581,3.865,42.786
1825,11/2/2018,2.246,10.907,2,3.99,3.288,4.682,19.971
1826,26/10/2018,2.545,11.484,9.544,1.7,3.14,3.353,17
1827,12/2/2018,5,5,12,4.05,2.83,4.656,34.817
1828,26/10/2018,3.306,11.217,2,4.09,2.539,1.313,22.094
1829,11/2/2018,1.75,8.433,2,3.28,1,4.41,25.963
1830,11/2/2018,2.009,18.51,2,2.77,2.992,1.677,47
1831,27/2/2018,3.624,20,6.628,2.06,1,4.164,17
1832,11/6/2018,1.931,11.352,8.049,3.55,1.541,3.329,47
1833,27/2/2018,1.714,15.795,7.242,3.89,3.293,1,26.24
1834,3/2/2018,1,16.82,11.035,4.47,1.922,3.883,47
1835,12/2/2018,1,10.56,8.26,1,1,3.703,45.959
1836,28/2/2018,4.579,10.752,12,1.02,1,4.029,17
1837,27/2/2018,5,18.122,2,3.35,3.483,3.939,36.631
1838,27/2/2018,2.484,5,6.812,3.28,2.88,1,42.594
1839,3/2/2018,3.173,8.685,6.805,1,1.464,3.729,28.51
1840,11/2/2018,3.316,10.716,10.97,1.59,4.102,1.392,20.494
1841,11/2/2018,3.304,5,5.836,1,5,1.37,30.634
1842,3/2/2018,1.035,5,8.388,4.36,1,2.575,20.192
1843,16/2/2018,5,16.273,5.149,4.35,1,1.93,17
1844,3/2/2018,5,5,7.579,3.45,1,3.582,39.438
1845,27/2/2018,1.648,16.482,2.662,1,2.214,4.244,27.968
1846,11/2/2018,5,19.201,2,1,3.183,1,47
1847,12/2/2018,2.751,20,6.779,3.53,4.19,4.322,47
1848,3/2/2018,5,5,7.675,2.55,1.661,4.401,17
1849,2/2/2018,5,5,2,1.87,3.192,4.657,29.879
1850,9/2/2018,3.437,12.356,8.383,4.65,2.5,4.226,20.162
1851,11/2/2018,4.489,20,3.078,4.61,1,1,23.548
1852,19/2/2018,5,11.702,2,1.62,1,1.853,17
1853,12/2/2018,3.85,5,12,4.17,2.827,4.593,31.72
1854,11/2/2018,5,20,3.332,2.65,1,5,45.301
1855,19/6/2018,3.718,5,2,5,1,1,17
1856,3/2/2018,4.677,10.809,7.536,3.31,3.242,3.557,21.649
1857,2/2/2018,2.46,20,2.991,1.38,2.607,3.431,42.247
1858,11/2/2018,5,10.412,2,1,4.546,4.603,44.076
1859,4/2/2018,2.942,5.229,12,3.36,2.839,1.362,28.728
1860,11/2/2018,4.634,8.787,2,2.45,4.567,5,42.452
1861,25/2/2018,1.884,11.113,2,4.23,1,4.627,20.855
1862,12/2/2018,1,12.816,12,2.57,2.759,3.338,39.968
1863,7/2/2018,2.479,20,2,1.14,2.699,4.84,25.763
1864,11/2/2018,1,20,12,4.57,1,3.054,28.733
1865,17/10/2018,4.163,13.324,2,3.28,1,4.383,32.339
1866,1/2/2018,2.81,20,2.532,3.52,1.858,3.699,21.495
1867,3/2/2018,1.352,13.388,2,5,1.843,4.131,20.554
1868,27/2/2018,2.975,11.606,5.124,3.68,1.465,3.428,44.416
1869,11/2/2018,2.496,5,2,2.49,3.468,4.081,17
1870,26/10/2018,2.662,5,2,4.25,1,3.043,20.202
1871,19/2/2018,2.739,7.588,2,3.56,5,3.233,19.509
1872,28/2/2018,3.915,10.838,2,3.27,1,3.622,30.475
1873,17/2/2018,4.262,12.609,4.043,4.22,1.792,3.457,27.014
1874,25/2/2018,1.062,5,2,2.49,4.419,2.673,47
1875,17/10/2018,1,12.089,12,3.29,3.032,3.321,47
1876,2/2/2018,4.852,11.645,2.653,4.04,4.667,3.608,47
1877,12/2/2018,2.418,14.953,8.406,2.12,3.361,1.859,43.396
1878,4/2/2018,1,20,9.513,1.93,2.898,3.3,42.123
1879,28/2/2018,1,5.205,6.689,3.64,1.302,1.855,20.691
1880,27/2/2018,1.361,18.368,12,3.85,1.192,4.956,46.445
1881,11/2/2018,1.619,17.05,2,2.42,3.45,4.653,47
1882,3/2/2018,2.978,17.66,11.649,4.56,4.184,4.269,30.799
1883,11/2/2018,4.831,5,12,3.52,3.749,1,35.312
1884,12/6/2018,2.585,10.436,12,3.49,1.812,1.49,22.639
1885,12/2/2018,3.376,5,12,3.37,1.095,3.817,24.882
1886,1/2/2018,2.484,20,2.294,2.45,1.492,2.573,47
1887,11/2/2018,3.333,5,12,4.43,4.124,4.608,17
1888,23/9/2018,4.021,18.523,12,3.12,2.65,1.541,47
1889,12/2/2018,2.28,10.386,3.944,2.63,4.718,3.429,46.11
1890,11/2/2018,2.531,15.442,2,2.51,3.508,4.175,43.111
1891,11/2/2018,2.62,5.311,2,3.43,2.509,1,42.027
1892,1/2/2018,5,10.295,2,1.61,4.257,3.377,37.182
1893,16/2/2018,2.209,10.511,11.899,3.67,5,4.299,23.189
1894,3/2/2018,2.476,18.331,9.475,2.45,4.341,1.386,47
1895,12/2/2018,1.445,5,7.955,3.46,2.494,3.39,39.555
1896,9/11/2018,1,20,2,3.27,3.312,1.49,47
1897,12/2/2018,2.903,5,4.433,3.13,3.185,4.135,32.364
1898,12/2/2018,3.853,20,3.889,4.18,1,3.601,47
1899,11/2/2018,1,12.61,6.023,3.45,1.856,1,47
1900,3/2/2018,1,15.513,3.292,3.54,2.59,2.967,25.54
1901,11/2/2018,2.856,12.509,2,3.33,1.906,1.829,37.977
1902,4/2/2018,4.331,8.997,12,4.33,4.713,1.924,47
1903,4/2/2018,1.42,11.648,6.129,1,5,4.221,47
1904,3/2/2018,2.637,20,5.871,3.56,2.383,1,34.441
1905,10/2/2018,3.16,16.469,2,2.43,1.661,2.523,41.589
1906,27/2/2018,2.488,10.39,4.606,2.45,3.278,2.362,27.984
1907,25/10/2018,2.499,5.25,12,3.67,1.432,3.975,17
1908,26/10/2018,1.375,20,12,2.01,1.691,1.266,32.44
1909,25/10/2018,1,20,2,1.44,1.848,3.436,20.526
1910,2/11/2018,1,10.813,6.688,1.49,1.935,2.399,19.514
1911,19/2/2018,1,5,9.958,2.98,4.426,4.226,21.121
1912,19/2/2018,3.328,13.214,12,3.36,2.356,3.318,18.705
1913,11/2/2018,2.103,6.518,4.704,3.88,1,2.238,22.432
1914,18/10/2018,2.937,16.814,2,1.5,2.647,4.669,17
1915,25/10/2018,4.543,10.926,2,1,1,4.539,47
1916,12/2/2018,5,5,5.492,1,2.948,3.537,41.558
1917,3/2/2018,1.956,7.656,12,4.63,3.102,1.291,24.739
1918,19/2/2018,4.087,13.057,11.397,3.29,1,2.922,47
1919,11/2/2018,1.095,11.303,12,2.79,2.936,4.139,40.278
1920,20/6/2018,2.599,10.316,12,4.33,1.156,4.088,31.686
1921,7/2/2018,3.798,15.065,2,2.81,1.547,1.373,26.841
1922,19/2/2018,4.011,20,12,3.49,3.982,3.696,35.59
1923,19/6/2018,1,10.302,12,4.7,2.927,1.301,17
1924,23/2/2018,2.468,20,6.225,2.04,4.096,3.475,20.693
1925,26/2/2018,3.471,15.194,12,2.99,1.39,1.343,47
1926,18/2/2018,2.035,8.481,2,3.27,3.03,5,47
1927,28/2/2018,4.072,14.377,8.265,5,3.073,3.422,26.509
1928,4/2/2018,2.465,20,2,1,2.521,3.313,28.062
1929,28/2/2018,2.758,10.427,12,2.51,1.433,4.437,17
1930,27/2/2018,1.899,11.65,9.576,2.47,2.485,5,17
1931,6/7/2018,4.037,11.684,12,1,1.505,1.746,17
1932,18/2/2018,2.188,11.297,2.405,4.17,1.702,3.804,20.666
1933,9/2/2018,2.565,5,2,2.63,3.349,5,37.088
1934,11/2/2018,1.88,13.394,10.677,2.06,2.499,1,47
1935,25/10/2018,1.351,16.543,6.854,2.88,3.281,1,17
1936,27/2/2018,3.178,12.568,6.363,3.28,1,5,41.659
1937,11/2/2018,3.434,5,3.466,1,1.915,4.538,47
1938,19/2/2018,2.515,11.449,3.037,4.26,1.114,4.27,47
1939,20/2/2018,5,5,5.434,4.7,4.62,3.298,22.368
1940,11/2/2018,1.358,10.568,10.496,1,3.442,2.728,31.225
1941,11/2/2018,3.54,14.473,2,1.39,1,5,47
1942,3/2/2018,1,7.702,9.872,4.22,1.558,1,47
1943,28/2/2018,1,7.939,3.872,2.42,1,4.587,43.923
1944,17/6/2018,2.711,10.298,12,2.21,2.952,1.341,20.439
1945,11/2/2018,4.525,17.462,2,1.4,1.655,4.678,27.146
1946,28/2/2018,2.535,16.574,10.58,2.06,5,3.613,33.258
1947,9/2/2018,2.956,7.408,11.393,2.42,4.519,4.61,43.614
1948,27/2/2018,1.488,14.256,2.064,2.2,5,3.151,23.733
1949,4/2/2018,2.617,10.267,6.875,1,1.645,4.216,21.575
1950,9/2/2018,2.704,11.159,7.688,3.37,1.413,3.891,44.384
1951,2/1/2018,5,5,12,4.65,1,3.514,47
1952,18/10/2018,2.149,14.167,3.505,1.57,4.423,3.615,22.024
1953,11/2/2018,2.468,11.628,2,3.27,3.394,4.627,47
1954,11/2/2018,4.334,11.648,2,3.48,2.654,3.788,47
1955,4/2/2018,5,5,12,2.93,2.475,1.855,35.611
1956,27/2/2018,2.46,17.35,9.053,1.4,3.526,3.704,29.529
1957,27/2/2018,3.334,5,2,1,2.459,1.307,21.02
1958,27/2/2018,5,13.649,9.584,4.06,3.962,4.469,47
1959,9/2/2018,2.298,12.739,5.879,2.51,1.472,1.979,47
1960,3/2/2018,2.523,14.711,2,5,1.488,3.398,25.371
1961,27/2/2018,1.828,13.801,2,1.4,1.367,5,17
1962,1/2/2018,3.09,14.1,12,1.54,2.129,4.627,47
1963,26/10/2018,2.575,5,12,4.48,3.354,1,44.892
1964,26/10/2018,2.507,5,11.864,1,1,4.539,17
1965,18/6/2018,1.383,11.096,6.759,3.97,1,4.686,24.775
1966,11/2/2018,4.245,5,2,1.56,2.577,5,20.446
1967,18/2/2018,5,13.95,11.688,3.65,3.36,4.703,38.369
1968,12/2/2018,1.396,5,9.762,3.61,3.424,3.602,30.997
1969,11/2/2018,2.024,12.24,12,2.34,1.764,2.375,43.241
1970,10/11/2018,1.493,14.944,10.168,3.41,2.842,2.468,17
1971,31/10/2018,4.056,20,9.276,3.34,4.228,2.506,20.82
1972,12/2/2018,2.205,5,9.987,1.33,1.769,4.568,29.55
1973,1/2/2018,2.694,10.897,2,3.27,1.71,5,41.509
1974,11/2/2018,2.628,10.424,6.352,1.39,3.945,1.382,44.16
1975,4/2/2018,2.565,8.683,12,2.6,1,2.649,19.954
1976,26/10/2018,2.467,20,2,4.35,3.542,3.502,20.64
1977,15/2/2018,2.538,8.436,3.944,2.52,2.683,2.381,18.756
1978,11/2/2018,3.127,11.717,6.159,2.01,2.941,3.378,20.231
1979,1/1/2018,2.905,10.065,5.293,1,1.589,4.422,40.714
1980,25/10/2018,1,18.643,6.152,4.01,1.788,1.223,33.097
1981,11/2/2018,3.507,11.903,2,2.03,3.371,2.835,41.415
1982,20/2/2018,2.622,20,12,2.14,3.336,4.428,42.108
1983,28/2/2018,2.586,9.845,2,2.47,3.475,3.386,33.289
1984,12/6/2018,1,6.104,5.008,2.83,2.566,3.906,21.382
1985,11/2/2018,5,16.203,2,1.78,1.64,2.717,17
1986,11/2/2018,3.041,20,2.873,1,1.688,5,40.682
1987,25/10/2018,1,14.054,10.015,4.11,2.368,2.812,22.638
1988,11/2/2018,5,5,12,2.98,1.448,3.856,26.751
1989,11/2/2018,4.114,11.263,12,5,2.464,3.411,32.842
1990,7/2/2018,4.761,12.307,2,1,5,4.568,37.464
1991,11/2/2018,3.513,5,2,2.75,1.366,3.628,24.397
1992,26/10/2018,4.8,11.405,8.959,3.46,3.181,2.674,47
1993,20/2/2018,1,20,2,1.43,1,4.24,23.217
1994,12/2/2018,2.506,14.807,6.871,3.32,1.823,1,47
1995,12/2/2018,3.488,13.331,10.037,5,5,3.51,33.753
1996,12/2/2018,5,5,2,5,3.517,4.693,36.206
1997,3/3/2018,2.46,20,2,2.59,1.11,3.613,39.095
1998,18/5/2018,1.42,5,6.001,3.61,4.592,1,45.562
1999,12/2/2018,1,5,12,4.01,3.031,4.598,37.023
2000,19/6/2018,1.348,19.939,4.434,3.22,2.47,1,17
2001,1/2/2018,2.646,17.528,2,3.57,1.878,4.473,47
2002,27/2/2018,5,20,2,3.65,4.207,4.46,47
2003,12/2/2018,2.541,12.683,12,1.49,3.535,1,47
2004,3/2/2018,2.087,13.268,3.223,2.97,1.328,3.621,34.335
2005,11/2/2018,1.672,5,2,4.07,1.237,3.298,47
2006,10/2/2018,4.012,19.225,2.63,2.56,1,3.474,34.906
2007,25/6/2018,2.612,5,9.257,4.57,3.889,3.552,20.181
2008,9/11/2018,3.326,5,12,2.93,4.205,3.599,20.209
2009,4/2/2018,2.934,13.392,2,2.43,1,3.109,22.404
2010,9/2/2018,1.579,10.489,2,2.59,4.404,3.39,30.204
2011,25/10/2018,2.81,5,2,3.97,1.069,1,33.155
2012,29/10/2018,3.501,10.956,2,1,3.971,3.432,35.278
2013,3/2/2018,2.597,20,2,2.45,1.572,1.594,20.28
2014,15/2/2018,2.511,20,2,3.27,2.688,4.615,45.631
2015,27/2/2018,4.012,10.367,12,3.36,1.918,3.299,21.454
2016,3/2/2018,2.6,14.207,12,4.68,1.358,3.627,17
2017,4/3/2018,1.393,6.638,5.543,4.29,5,1.155,21.566
2018,12/2/2018,3.724,10.26,12,3.78,1.469,4.169,19.974
2019,12/2/2018,4.038,13.502,2,3.63,3.171,3.477,42.021
2020,27/2/2018,4.914,14.86,2,3.37,1,1,43.645
2021,12/2/2018,1,14.901,2.958,1.8,2.865,1.047,41.859
2022,11/2/2018,2.472,5.021,9.723,4.04,3.332,1,22.898
2023,11/2/2018,2.556,20,2,2.02,1.849,4.126,36.943
2024,19/6/2018,1,20,11.875,4.49,1.515,3.816,17
2025,19/2/2018,3.201,5,2,2.57,1,2.468,17
2026,12/2/2018,4.008,20,4.342,3.27,5,1,46.51
2027,27/2/2018,4.151,16.908,3.283,2.38,3.257,4.405,21.031
2028,4/2/2018,3.186,5,6.703,3.89,1,1.676,45.422
2029,11/2/2018,1.36,11.67,9.96,3.99,1.005,1.827,47
2030,9/2/2018,1,5.072,10.66,3.95,3.476,3.444,33.504
2031,17/2/2018,4.387,20,10.263,4.43,3.634,4.184,21.097
2032,11/2/2018,3.46,17.559,6.477,2.62,3.537,4.213,47
2033,20/6/2018,4.085,12.542,2,3,3.966,2.585,17
2034,9/2/2018,2.983,5,12,4.43,1.865,1.692,47
2035,11/2/2018,3.378,12.116,2,3.3,5,1.724,20.015
2036,25/2/2018,1.792,5,11.939,4.66,2.646,1,20.947
2037,27/2/2018,2.866,20,2,3.32,3.513,1,43.69
2038,27/2/2018,3.219,5,3.491,3.28,3.27,3.112,21.24
2039,4/2/2018,5,5,12,1,1,4.346,17
2040,12/2/2018,4.117,5,6.846,3.56,2.647,3.322,47
2041,2/2/2018,3.16,9.038,2,1.72,1.839,4.579,47
2042,11/2/2018,2.46,5,12,1,2.202,1.917,24.112
2043,27/2/2018,1,20,2.402,1,2.995,1.074,19.445
2044,24/9/2018,1,10.737,12,2.27,4.722,1.501,38.654
2045,11/2/2018,4.08,6.792,12,4.62,1.402,5,28.07
2046,25/10/2018,1.553,17.23,6.916,5,3.149,4.232,47
2047,28/2/2018,2.51,14.106,12,3.32,3.53,1.741,42.47
2048,15/11/2018,3.297,5,2,1.44,1.508,1,21.463
2049,16/2/2018,2.522,10.355,8.791,1.4,1.42,3.705,35.831
2050,2/2/2018,1.537,18.805,2,3.36,1.811,4.627,29.652
2051,27/2/2018,2.476,10.62,9.165,3.88,1,1.665,20.732
2052,18/10/2018,4.659,10.265,5.005,3.41,1.804,1.328,38.706
2053,3/2/2018,1,11.237,8.882,3.55,1.893,1.26,22.486
2054,3/2/2018,2.746,7.508,12,2.59,1.714,5,36.156
2055,1/2/2018,1.484,14.195,5.563,4.11,4.272,3.727,19.862
2056,19/1/2018,1.637,20,12,4.63,2.705,2.451,47
2057,12/2/2018,2.673,9.696,2,3.88,2.924,3.655,31.608
2058,11/2/2018,4.033,10.53,9.597,4.63,1.106,2.967,17
2059,24/6/2018,4.152,11.296,12,4.77,1.556,4.356,25.352
2060,25/2/2018,1.8,20,2,4.25,1,4.138,43.823
2061,16/2/2018,3.076,11.355,2,4.43,2.558,2.362,23.324
2062,26/10/2018,2.488,13.174,2,3.62,1,2.626,37.71
2063,3/2/2018,5,7.988,2,3.37,4.199,3.869,33.839
2064,11/2/2018,1.502,5,5.9,1.62,1.154,1,34.252
2065,10/2/2018,2.688,5,12,4.19,1.922,4.498,47
2066,11/2/2018,2.602,5,12,4.27,1.376,3.529,44.192
2067,12/2/2018,2.801,20,7.747,2.48,2.028,4.616,17
2068,25/10/2018,4.129,10.59,2,2.55,1,4.059,20.321
2069,4/2/2018,1,20,7.299,4.57,1.51,5,21.456
2070,28/2/2018,4.076,10.856,4.955,3.44,2.939,4.25,33.933
2071,9/2/2018,4.514,5,4.465,4.13,3.05,4.492,22.282
2072,17/2/2018,3.306,6.843,2,1,4.575,4.334,33.422
2073,4/2/2018,1,10.959,6.592,3.33,4.582,1.459,17
2074,27/2/2018,1.514,5,10.373,1.61,2.471,3.835,20.741
2075,11/11/2018,2.463,10.935,2,4.13,1.383,1,20.136
2076,11/2/2018,1,20,2,4.51,4.434,3.542,47
2077,2/2/2018,2.521,18.286,12,4.3,1.905,1.615,26.41
2078,3/2/2018,4.598,10.406,5.865,2.43,3.264,4.55,24.024
2079,7/2/2018,4.14,20,2,3.57,2.609,3.32,17
2080,28/2/2018,2.496,10.269,12,2.96,2.581,1,47
2081,11/2/2018,2.585,16.36,2,4.66,2.636,1,39.915
2082,1/2/2018,3.454,20,2.809,3.8,4.64,4.668,41.73
2083,3/2/2018,3.238,6.43,2,1,1,4.127,30.249
2084,20/6/2018,1,14.555,11.053,1,1.475,3.432,32.726
2085,11/2/2018,1,15.58,12,1.58,2.56,3.515,18.598
2086,26/10/2018,1.834,5,2,1,1.526,2.453,27.42
2087,20/2/2018,3.265,14.859,11.56,2.66,3.789,3.611,42.905
2088,9/2/2018,3.171,13.807,5.958,1,1.098,5,47
2089,27/2/2018,3.296,7.302,12,2.63,3.434,4.694,27.427
2090,25/10/2018,4.074,10.412,12,1.61,3.261,2.701,17
2091,27/2/2018,1.563,5,4.191,3.69,3.495,4.466,17.858
2092,11/2/2018,1,10.365,2,4.33,1,2.389,22.317
2093,19/2/2018,2.977,17.145,6.171,4.13,1,1,17
2094,11/2/2018,4.518,11.331,8.658,3.39,3.503,3.494,41.971
2095,27/2/2018,1.387,10.497,5.5,1.41,1.849,3.986,35.588
2096,3/2/2018,3.482,5,4.32,2.74,1.54,4.061,42.301
2097,11/2/2018,2.479,5,4.16,1,4.624,1.45,47
2098,1/2/2018,4.303,8.309,4.097,1.64,2.443,2.57,26.768
2099,27/2/2018,2.464,19.096,2,3.88,4.534,2.485,20.9
2100,21/10/2018,1.84,12.008,5.415,5,3.405,3.462,33.929
2101,17/10/2018,1,5,12,3.17,2.7,4.674,20.796
2102,12/2/2018,5,12.399,2.904,4.69,3.505,5,47
2103,12/6/2018,2.73,5,12,1.85,3.433,3.401,35.644
2104,5/7/2018,4.808,14.153,2,3.52,4.706,1.868,38.847
2105,4/2/2018,1.695,5,6.391,3.27,1,3.74,21.297
2106,11/2/2018,2.461,5,12,2.35,4.074,1,19.912
2107,12/2/2018,1.868,10.989,6.655,3.97,5,4.663,47
2108,28/2/2018,4.233,5,7.929,1.85,3.45,4.115,42.031
2109,1/2/2018,2.726,5,2.142,3.28,2.904,3.497,47
2110,11/2/2018,2.791,5,12,1.83,1.925,3.318,47
2111,8/2/2018,2.613,19.437,2,5,1.377,3.331,21.204
2112,11/2/2018,3.984,11.171,2,3.12,4.682,1.294,44.506
2113,3/3/2019,1.553,5,12,2.46,3.989,1,23.377
2114,3/2/2018,4.706,20,2,2.78,1.446,3.546,33.869
2115,11/2/2018,4.021,5,11.466,3.84,1.534,4.131,34.342
2116,4/3/2018,3.465,20,2,3.38,1,1.814,30.546
2117,13/2/2018,5,11.565,2,3.4,1.721,4.587,24.904
2118,4/2/2018,2.535,20,5.059,3.86,1.432,1.864,33.118
2119,21/2/2019,5,20,10.454,4.56,3.108,1.577,20.352
2120,3/2/2018,2.535,11.715,4.217,2.45,3.391,1.341,22.445
2121,27/2/2018,4.093,10.436,12,5,5,1.796,37.617
2122,10/11/2018,2.476,20,5.859,2.47,1.824,2.206,43.064
2123,20/2/2018,2.519,14.294,2,4.24,4.097,3.295,34.13
